Zip Code,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
22040,0.007,0.033,0.038,0.158,0.765

23851,0.01,0.027,0.115,0.192,0.656

22407,0.038,0.007,0.034,0.136,0.784

24333,0.071,0.086,0.049,0.243,0.551

23667,0.008,0.025,0.078,0.118,0.771

22807,0.029,0.066,0.129,0.205,0.571

23860,0.038,0.038,0.149,0.187,0.588

24450,0.01,0.146,0.059,0.121,0.663

24551,0.07,0.031,0.073,0.222,0.603

20108,0.033,0.023,0.027,0.175,0.742

20113,0.071,0.025,0.017,0.167,0.72

24112,0.063,0.076,0.134,0.163,0.564

23628,0.01,0.038,0.035,0.145,0.772

23508,0.004,0.03,0.087,0.215,0.664

24273,0.017,0.056,0.085,0.155,0.687

23804,0.034,0.033,0.116,0.177,0.64

23662,0.004,0.014,0.073,0.219,0.69

23702,0,0.019,0.122,0.225,0.634

24132,0.075,0.045,0.11,0.177,0.593

23225,0.06,0.031,0.092,0.275,0.541

24029,0.07,0.05,0.088,0.212,0.58

24018,0.064,0.039,0.068,0.199,0.63

24401,0.027,0.039,0.057,0.158,0.718

23433,0.007,0.048,0.171,0.208,0.565

23457,0.017,0.041,0.062,0.202,0.678

22952,0.027,0.028,0.049,0.186,0.71

23187,0.005,0.009,0.001,0.249,0.737

22604,0.025,0.056,0.032,0.277,0.611

99159,0.077,0.051,0.072,0.076,0.724

99403,0.014,0.029,0.115,0.32,0.522

99337,0.084,0.011,0.064,0.08,0.761

98821,0.062,0.048,0.029,0.297,0.564

98350,0.001,0,0.028,0.225,0.746

98661,0.02,0.021,0.048,0.17,0.741

99143,0.08,0.031,0.079,0.223,0.586

98626,0.041,0.02,0.098,0.216,0.625

98813,0.067,0.047,0.042,0.271,0.573

99160,0.082,0.066,0.082,0.204,0.565

99326,0.106,0.013,0.059,0.069,0.753

99403,0.031,0.029,0.085,0.292,0.563

99116,0.032,0.052,0.108,0.146,0.661

98587,0.03,0.009,0.087,0.213,0.662

98239,0.015,0.009,0.066,0.15,0.759

98358,0.011,0,0.064,0.171,0.754

98114,0.016,0.02,0.05,0.191,0.724

98386,0.024,0.003,0.051,0.136,0.786

98934,0.032,0.084,0.033,0.179,0.672

98670,0.038,0.029,0.113,0.288,0.532

98565,0.033,0.112,0.128,0.111,0.616

99013,0.017,0.086,0.023,0.108,0.765

98546,0.011,0.024,0.091,0.152,0.721

98829,0.042,0.066,0.075,0.199,0.617

98577,0.082,0.016,0.128,0.063,0.712

99152,0.027,0.122,0.052,0.212,0.587

98431,0.028,0.057,0.103,0.206,0.606

98221,0.015,0.004,0.021,0.229,0.73

98238,0.035,0.097,0.037,0.177,0.653

98648,0.019,0.048,0.092,0.08,0.76

98256,0.017,0.014,0.056,0.191,0.721

99039,0.033,0.057,0.08,0.151,0.679

99040,0.05,0.039,0.069,0.257,0.585

98516,0.022,0.051,0.109,0.132,0.685

98643,0.045,0.057,0.079,0.161,0.658

99362,0.083,0.022,0.061,0.193,0.641

98226,0.042,0.028,0.061,0.122,0.747

99102,0.002,0.009,0.049,0.31,0.629

98933,0.012,0.035,0.069,0.143,0.74

26238,0.092,0.031,0.071,0.287,0.519

25421,0.065,0.049,0.196,0.166,0.524

25021,0.097,0.138,0.093,0.197,0.475

26615,0.102,0.131,0.167,0.202,0.398

26058,0.067,0.11,0.195,0.192,0.436

25774,0.092,0.09,0.154,0.186,0.476

25268,0.085,0.07,0.227,0.21,0.408

25211,0.098,0.097,0.162,0.152,0.491

26339,0.187,0.011,0.075,0.307,0.42

25888,0.14,0.088,0.226,0.137,0.409

25267,0.141,0.076,0.144,0.236,0.403

26710,0.1,0.232,0.067,0.193,0.407

25972,0.07,0.03,0.113,0.233,0.554

26714,0.021,0.035,0.088,0.236,0.619

26034,0.072,0.128,0.151,0.19,0.459

26815,0.039,0.152,0.103,0.23,0.476

26404,0.132,0.021,0.071,0.319,0.457

25231,0.111,0.055,0.097,0.216,0.522

25423,0.041,0.038,0.2,0.169,0.552

25396,0.145,0.039,0.064,0.147,0.605

26411,0.161,0.029,0.068,0.288,0.454

25506,0.091,0.077,0.164,0.167,0.501

25630,0.082,0.11,0.116,0.247,0.445

24887,0.07,0.095,0.189,0.226,0.42

26560,0.069,0.06,0.111,0.281,0.479

26038,0.075,0.095,0.077,0.256,0.497

25239,0.081,0.095,0.195,0.149,0.481

24724,0.076,0.152,0.174,0.103,0.495

26710,0.033,0.016,0.042,0.234,0.674

25621,0.084,0.093,0.093,0.172,0.558

26527,0.046,0.077,0.139,0.221,0.517

24993,0.048,0.063,0.116,0.14,0.634

25427,0.025,0.085,0.169,0.258,0.463

26679,0.06,0.088,0.166,0.143,0.542

25003,0.108,0.068,0.092,0.243,0.49

26802,0.06,0.142,0.128,0.214,0.456

26146,0.088,0.108,0.17,0.287,0.346

26291,0.075,0.03,0.17,0.227,0.499

26705,0.057,0.028,0.087,0.247,0.58

25070,0.087,0.048,0.088,0.184,0.593

25921,0.087,0.083,0.257,0.148,0.426

26270,0.098,0.05,0.14,0.265,0.447

26138,0.141,0.059,0.183,0.262,0.356

25270,0.082,0.024,0.191,0.21,0.493

24943,0.053,0.104,0.166,0.111,0.567

26424,0.072,0.032,0.092,0.288,0.517

26292,0.108,0.087,0.048,0.292,0.465

26434,0.083,0.056,0.137,0.272,0.452

26237,0.131,0.039,0.077,0.278,0.475

25506,0.111,0.119,0.186,0.162,0.423

26298,0.065,0.083,0.163,0.211,0.479

26419,0.051,0.067,0.081,0.279,0.521

26138,0.112,0.059,0.219,0.222,0.389

26105,0.094,0.099,0.149,0.277,0.381

24834,0.073,0.098,0.176,0.245,0.408

54646,0.163,0.189,0.227,0.213,0.208

54861,0.078,0.038,0.118,0.363,0.403

54817,0.138,0.163,0.07,0.259,0.37

54865,0.067,0.039,0.107,0.392,0.395

54344,0.069,0.053,0.184,0.208,0.486

54755,0.039,0.106,0.172,0.269,0.414

54853,0.097,0.163,0.082,0.236,0.422

54952,0.064,0.1,0.141,0.33,0.365

54774,0.059,0.098,0.184,0.246,0.414

54405,0.162,0.149,0.158,0.146,0.384

53532,0.035,0.073,0.082,0.222,0.589

54628,0.202,0.033,0.11,0.158,0.497

53702,0.017,0.02,0.092,0.23,0.641

53065,0.11,0.138,0.166,0.2,0.386

54246,0.021,0.03,0.059,0.264,0.627

54836,0.044,0.042,0.092,0.327,0.495

54764,0.062,0.076,0.179,0.266,0.417

54755,0.042,0.076,0.203,0.255,0.424

54103,0.053,0.073,0.143,0.238,0.494

54974,0.121,0.155,0.158,0.244,0.322

54541,0.085,0.053,0.162,0.215,0.484

53806,0.103,0.102,0.18,0.166,0.449

53550,0.092,0.084,0.119,0.269,0.436

53939,0.092,0.122,0.184,0.117,0.486

53544,0.065,0.077,0.092,0.333,0.433

54547,0.04,0.052,0.142,0.248,0.518

54466,0.027,0.1,0.14,0.329,0.404

53137,0.114,0.093,0.096,0.179,0.518

54646,0.113,0.124,0.18,0.232,0.352

53192,0.077,0.083,0.097,0.155,0.589

54201,0.033,0.035,0.112,0.208,0.612

54614,0.064,0.072,0.076,0.289,0.498

53541,0.056,0.098,0.197,0.253,0.396

54485,0.085,0.102,0.142,0.239,0.432

54532,0.101,0.105,0.132,0.204,0.459

53061,0.175,0.089,0.259,0.133,0.345

54405,0.123,0.136,0.165,0.236,0.34

54104,0.093,0.104,0.066,0.258,0.479

53964,0.174,0.191,0.2,0.163,0.271

54150,0.042,0.103,0.31,0.246,0.3

53259,0.053,0.067,0.119,0.264,0.497

54620,0.073,0.03,0.154,0.284,0.46

54104,0.07,0.082,0.186,0.215,0.447

54520,0.057,0.05,0.155,0.186,0.552

54912,0.085,0.124,0.135,0.302,0.353

53074,0.076,0.113,0.091,0.3,0.42

54769,0.071,0.056,0.198,0.233,0.443

54769,0.063,0.094,0.144,0.25,0.449

54824,0.081,0.113,0.154,0.253,0.399

54977,0.157,0.159,0.215,0.188,0.28

54556,0.059,0.081,0.079,0.15,0.631

53139,0.061,0.067,0.167,0.193,0.512

53941,0.312,0.074,0.055,0.116,0.443

53534,0.023,0.139,0.096,0.277,0.464

54817,0.095,0.135,0.106,0.168,0.496

54020,0.101,0.102,0.085,0.342,0.37

53940,0.063,0.163,0.113,0.193,0.468

54817,0.058,0.126,0.133,0.256,0.427

54929,0.05,0.121,0.355,0.188,0.286

53040,0.128,0.114,0.174,0.199,0.385

54422,0.201,0.165,0.09,0.12,0.424

54755,0.02,0.126,0.085,0.381,0.387

54628,0.157,0.052,0.093,0.244,0.454

54557,0.051,0.047,0.138,0.231,0.533

53148,0.116,0.146,0.137,0.191,0.41

54817,0.082,0.168,0.117,0.243,0.39

53040,0.031,0.142,0.22,0.298,0.309

53187,0.071,0.165,0.145,0.258,0.361

54926,0.076,0.069,0.206,0.143,0.506

54963,0.109,0.147,0.202,0.186,0.356

54944,0.074,0.194,0.126,0.156,0.45

54466,0.131,0.177,0.215,0.181,0.296

82051,0.136,0.1,0.151,0.181,0.432

82434,0.182,0.187,0.12,0.257,0.253

82718,0.216,0.164,0.131,0.201,0.289

82321,0.044,0.137,0.087,0.278,0.454

82229,0.138,0.113,0.121,0.293,0.335

82710,0.145,0.115,0.143,0.192,0.404

82515,0.16,0.062,0.06,0.294,0.424

82218,0.201,0.169,0.111,0.223,0.296

82401,0.208,0.093,0.068,0.307,0.324

82639,0.183,0.208,0.103,0.216,0.29

82081,0.143,0.127,0.1,0.221,0.409

83119,0.131,0.183,0.128,0.235,0.324

82639,0.1,0.084,0.094,0.325,0.398

82242,0.169,0.191,0.177,0.222,0.241

82435,0.189,0.153,0.191,0.205,0.262

82210,0.149,0.149,0.123,0.16,0.418

82837,0.17,0.251,0.099,0.203,0.278

82922,0.223,0.111,0.061,0.231,0.374

82942,0.061,0.295,0.23,0.146,0.268

83025,0.095,0.157,0.16,0.247,0.34

82936,0.098,0.278,0.154,0.207,0.264

82401,0.204,0.155,0.069,0.285,0.287

82730,0.142,0.129,0.148,0.207,0.374

