Zip Code,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
04936,0.006,0.063,0.191,0.161,0.579

04635,0.034,0.052,0.118,0.202,0.594

04917,0.016,0.074,0.125,0.245,0.54

04859,0.007,0.01,0.111,0.248,0.625

04864,0.031,0.014,0.065,0.204,0.688

04286,0.069,0.065,0.064,0.213,0.589

04448,0.038,0.071,0.085,0.189,0.617

04448,0.062,0.146,0.123,0.189,0.479

04579,0.061,0.026,0.033,0.216,0.664

04944,0.035,0.095,0.142,0.17,0.558

04921,0.023,0.06,0.15,0.182,0.585

04637,0.026,0.032,0.126,0.204,0.612

04084,0.076,0.036,0.061,0.173,0.655

21545,0.007,0.01,0.035,0.213,0.736

21062,0.018,0.022,0.067,0.154,0.739

21285,0.013,0.024,0.043,0.142,0.777

20689,0.049,0.049,0.071,0.11,0.72

21643,0.009,0.019,0.033,0.168,0.77

21104,0.014,0.008,0.062,0.17,0.746

21918,0.009,0.018,0.054,0.182,0.738

20616,0.035,0.034,0.107,0.157,0.667

21634,0.02,0.006,0.011,0.119,0.844

21718,0.028,0.036,0.062,0.113,0.762

21550,0.077,0.008,0.04,0.305,0.571

21013,0.008,0.009,0.037,0.168,0.778

21104,0.024,0.015,0.067,0.17,0.723

21650,0.005,0.014,0.06,0.207,0.714

20207,0.025,0.029,0.041,0.128,0.777

20752,0.087,0.034,0.064,0.094,0.72

21658,0.002,0.042,0.041,0.309,0.605

20627,0.04,0.009,0.036,0.152,0.763

21822,0.004,0.01,0.047,0.128,0.812

21653,0.012,0.012,0.006,0.127,0.843

21782,0.031,0.047,0.085,0.194,0.642

21822,0.006,0.011,0.063,0.116,0.804

21822,0.003,0.004,0.042,0.11,0.842

21251,0.024,0.032,0.063,0.148,0.733

02641,0.019,0.007,0.026,0.109,0.839

01264,0.03,0.004,0.049,0.082,0.834

02761,0.016,0.02,0.056,0.161,0.747

02557,0.006,0.01,0.037,0.16,0.786

01983,0.023,0.01,0.047,0.131,0.788

01378,0.043,0.011,0.028,0.156,0.762

01139,0.013,0.017,0.055,0.13,0.786

01038,0.011,0.006,0.017,0.109,0.857

01889,0.023,0.011,0.041,0.127,0.798

02554,0.015,0.003,0.034,0.156,0.792

01756,0.02,0.015,0.035,0.125,0.805

02065,0.014,0.017,0.045,0.112,0.812

02199,0.02,0.007,0.049,0.136,0.788

01586,0.02,0.027,0.043,0.142,0.768

48740,0.065,0.046,0.133,0.18,0.576

49822,0.025,0.034,0.118,0.229,0.595

49314,0.05,0.035,0.133,0.283,0.5

49766,0.025,0.04,0.144,0.18,0.612

49611,0.027,0.042,0.088,0.218,0.625

48749,0.052,0.136,0.076,0.252,0.484

49970,0.012,0.063,0.109,0.257,0.558

49035,0.043,0.121,0.121,0.211,0.504

48652,0.014,0.055,0.103,0.202,0.627

49630,0.01,0.049,0.062,0.164,0.715

49023,0.039,0.037,0.122,0.247,0.555

49094,0.072,0.091,0.205,0.234,0.399

49020,0.063,0.121,0.078,0.178,0.559

49095,0.046,0.076,0.123,0.274,0.48

49720,0.027,0.057,0.085,0.205,0.626

49765,0.027,0.052,0.086,0.252,0.584

49736,0.03,0.022,0.068,0.287,0.593

48617,0.05,0.026,0.102,0.308,0.514

48831,0.033,0.056,0.046,0.263,0.603

49733,0.043,0.05,0.061,0.181,0.666

49864,0.058,0.023,0.17,0.217,0.532

49877,0.043,0.065,0.127,0.249,0.516

48827,0.047,0.039,0.147,0.247,0.52

49720,0.025,0.062,0.075,0.219,0.618

48411,0.032,0.043,0.104,0.288,0.533

48652,0.025,0.024,0.109,0.338,0.503

49959,0.039,0.064,0.139,0.257,0.501

49683,0.004,0.041,0.082,0.2,0.672

48831,0.057,0.074,0.105,0.169,0.596

49281,0.135,0.075,0.119,0.247,0.424

49955,0.008,0.078,0.129,0.281,0.505

48767,0.08,0.072,0.032,0.271,0.544

48895,0.062,0.03,0.076,0.237,0.595

49302,0.035,0.203,0.139,0.229,0.394

48743,0.1,0.084,0.099,0.206,0.511

49964,0.046,0.068,0.126,0.227,0.533

48859,0.096,0.057,0.112,0.191,0.544

48827,0.11,0.08,0.133,0.166,0.511

49077,0.02,0.059,0.062,0.167,0.693

49676,0.018,0.037,0.07,0.228,0.646

49317,0.019,0.061,0.063,0.215,0.641

49805,0.006,0.071,0.129,0.277,0.518

49402,0.052,0.122,0.073,0.204,0.548

48428,0.036,0.105,0.104,0.133,0.622

49630,0.003,0.038,0.092,0.203,0.663

49289,0.018,0.027,0.083,0.26,0.612

48143,0.042,0.021,0.052,0.198,0.687

49868,0.028,0.03,0.088,0.237,0.617

49774,0.032,0.04,0.073,0.256,0.599

48090,0.034,0.043,0.09,0.145,0.688

49683,0.035,0.05,0.087,0.121,0.707

49866,0.016,0.045,0.11,0.251,0.578

49402,0.046,0.054,0.199,0.14,0.561

49631,0.091,0.104,0.087,0.243,0.475

49892,0.059,0.073,0.068,0.253,0.547

48670,0.031,0.03,0.098,0.214,0.626

49657,0.025,0.036,0.082,0.191,0.666

48140,0.066,0.035,0.054,0.183,0.663

49336,0.028,0.137,0.167,0.21,0.458

48619,0.044,0.071,0.126,0.186,0.574

49303,0.084,0.045,0.1,0.16,0.611

49303,0.099,0.121,0.027,0.3,0.454

48366,0.028,0.027,0.049,0.169,0.727

49455,0.074,0.033,0.114,0.163,0.616

48661,0.061,0.117,0.106,0.259,0.458

49910,0.025,0.086,0.123,0.265,0.501

49631,0.07,0.073,0.089,0.238,0.531

48636,0.057,0.073,0.096,0.181,0.593

49734,0.06,0.068,0.097,0.172,0.602

49451,0.042,0.057,0.12,0.251,0.531

49765,0.02,0.04,0.143,0.223,0.575

48656,0.012,0.037,0.097,0.217,0.637

48663,0.031,0.073,0.082,0.197,0.616

48063,0.051,0.069,0.046,0.194,0.64

49066,0.048,0.079,0.197,0.189,0.488

48410,0.078,0.112,0.077,0.21,0.522

49840,0.041,0.021,0.14,0.187,0.611

48831,0.116,0.046,0.065,0.297,0.475

48767,0.091,0.05,0.078,0.246,0.536

49064,0.025,0.068,0.137,0.183,0.587

49240,0.019,0.022,0.046,0.18,0.733

48288,0.046,0.032,0.075,0.156,0.69

49657,0.036,0.056,0.077,0.171,0.659

55783,0.187,0.115,0.075,0.247,0.375

55110,0.054,0.078,0.132,0.245,0.492

56569,0.052,0.28,0.175,0.24,0.252

56652,0.094,0.155,0.225,0.185,0.34

56329,0.084,0.139,0.209,0.147,0.42

56276,0.256,0.121,0.185,0.146,0.292

56048,0.065,0.078,0.146,0.276,0.435

56083,0.101,0.061,0.251,0.265,0.322

55783,0.058,0.054,0.09,0.329,0.469

55360,0.024,0.128,0.183,0.296,0.368

56448,0.105,0.127,0.107,0.235,0.426

56222,0.108,0.106,0.244,0.224,0.318

55079,0.064,0.104,0.165,0.253,0.414

56560,0.092,0.121,0.138,0.23,0.419

56652,0.065,0.21,0.203,0.172,0.351

55615,0.184,0.02,0.038,0.257,0.5

56118,0.216,0.045,0.262,0.215,0.263

56448,0.147,0.112,0.081,0.249,0.411

55150,0.072,0.076,0.129,0.236,0.488

55982,0.035,0.096,0.071,0.325,0.473

56385,0.099,0.178,0.148,0.225,0.35

56097,0.078,0.158,0.163,0.261,0.34

55935,0.026,0.102,0.099,0.29,0.483

56020,0.135,0.085,0.206,0.283,0.291

55053,0.03,0.039,0.138,0.28,0.513

56537,0.11,0.137,0.193,0.165,0.396

55488,0.021,0.044,0.096,0.243,0.596

55941,0.072,0.08,0.086,0.283,0.478

56435,0.078,0.15,0.164,0.227,0.38

55371,0.104,0.099,0.215,0.14,0.442

55786,0.162,0.142,0.151,0.209,0.336

56127,0.325,0.024,0.14,0.171,0.34

55072,0.223,0.148,0.137,0.146,0.346

56209,0.109,0.107,0.182,0.29,0.312

56728,0.068,0.168,0.221,0.251,0.292

55772,0.159,0.183,0.087,0.255,0.316

56212,0.184,0.096,0.248,0.179,0.293

55601,0.087,0.033,0.075,0.341,0.464

56686,0.091,0.171,0.176,0.249,0.313

56044,0.055,0.168,0.147,0.254,0.377

56280,0.11,0.078,0.203,0.292,0.317

56280,0.134,0.075,0.242,0.21,0.339

55395,0.061,0.176,0.193,0.383,0.186

56516,0.07,0.279,0.083,0.185,0.382

56737,0.078,0.152,0.221,0.234,0.315

56127,0.18,0.115,0.134,0.205,0.366

56209,0.072,0.144,0.094,0.323,0.367

56386,0.224,0.122,0.159,0.146,0.349

56382,0.14,0.126,0.121,0.24,0.373

55977,0.071,0.107,0.113,0.262,0.448

56149,0.131,0.071,0.224,0.27,0.303

56021,0.063,0.085,0.164,0.296,0.392

56147,0.244,0.078,0.18,0.215,0.284

56516,0.122,0.154,0.109,0.186,0.428

55929,0.023,0.101,0.057,0.333,0.485

56518,0.078,0.182,0.278,0.17,0.291

56725,0.081,0.197,0.211,0.205,0.306

55783,0.178,0.143,0.074,0.242,0.364

56149,0.088,0.182,0.132,0.281,0.317

56736,0.104,0.208,0.197,0.196,0.295

56385,0.139,0.147,0.103,0.216,0.395

55128,0.044,0.046,0.086,0.259,0.564

56736,0.095,0.241,0.194,0.184,0.286

56293,0.081,0.123,0.248,0.255,0.293

55314,0.05,0.136,0.193,0.374,0.247

55052,0.089,0.038,0.117,0.301,0.454

56147,0.095,0.22,0.11,0.247,0.328

56751,0.077,0.151,0.211,0.234,0.327

55782,0.095,0.052,0.098,0.297,0.457

56044,0.021,0.057,0.12,0.319,0.482

55377,0.064,0.175,0.175,0.239,0.346

55314,0.04,0.175,0.172,0.38,0.233

56356,0.082,0.142,0.187,0.174,0.415

55052,0.074,0.062,0.144,0.354,0.365

56221,0.169,0.126,0.117,0.192,0.397

56244,0.17,0.113,0.152,0.212,0.353

56382,0.097,0.198,0.146,0.196,0.363

56221,0.196,0.139,0.16,0.11,0.395

55981,0.041,0.085,0.129,0.318,0.427

56434,0.061,0.211,0.157,0.203,0.367

55052,0.074,0.048,0.117,0.332,0.429

55090,0.044,0.088,0.103,0.262,0.503

56088,0.149,0.053,0.225,0.221,0.352

56553,0.166,0.148,0.239,0.096,0.352

55925,0.029,0.151,0.057,0.328,0.435

55395,0.083,0.109,0.162,0.259,0.387

56280,0.122,0.096,0.254,0.202,0.326

39120,0.113,0.112,0.131,0.084,0.56

38834,0.069,0.131,0.15,0.222,0.428

39653,0.11,0.092,0.122,0.204,0.473

39176,0.065,0.104,0.092,0.139,0.601

38659,0.018,0.014,0.246,0.233,0.489

38773,0.123,0.046,0.127,0.249,0.456

38965,0.074,0.161,0.092,0.179,0.494

39176,0.08,0.144,0.119,0.12,0.537

38875,0.07,0.134,0.088,0.182,0.525

39769,0.035,0.094,0.064,0.219,0.588

39086,0.038,0.061,0.088,0.214,0.598

39330,0.044,0.021,0.133,0.205,0.597

39776,0.029,0.082,0.098,0.214,0.577

38644,0.038,0.056,0.118,0.33,0.459

39668,0.073,0.084,0.134,0.157,0.552

39437,0.11,0.105,0.085,0.193,0.506

38672,0.055,0.078,0.088,0.236,0.543

39475,0.072,0.042,0.091,0.267,0.527

39630,0.087,0.112,0.154,0.138,0.509

39573,0.037,0.102,0.088,0.346,0.428

39461,0.015,0.112,0.07,0.262,0.541

38961,0.056,0.135,0.133,0.189,0.486

39522,0.063,0.09,0.089,0.254,0.503

39502,0.093,0.071,0.142,0.237,0.457

39225,0.019,0.096,0.115,0.183,0.588

39063,0.062,0.072,0.095,0.099,0.672

39097,0.117,0.071,0.098,0.104,0.61

38745,0.03,0.06,0.137,0.162,0.612

38870,0.116,0.074,0.155,0.191,0.464

39555,0.077,0.092,0.12,0.24,0.472

39330,0.066,0.09,0.144,0.167,0.533

39668,0.076,0.083,0.137,0.15,0.555

39656,0.141,0.132,0.101,0.181,0.445

39437,0.069,0.079,0.118,0.169,0.565

39326,0.032,0.021,0.082,0.177,0.687

38949,0.019,0.059,0.161,0.2,0.56

39475,0.087,0.045,0.08,0.27,0.517

39326,0.036,0.018,0.105,0.197,0.643

39665,0.119,0.133,0.142,0.135,0.471

39094,0.031,0.04,0.139,0.158,0.633

38879,0.094,0.092,0.13,0.18,0.505

38941,0.122,0.093,0.119,0.129,0.537

39668,0.077,0.129,0.136,0.142,0.516

39702,0.018,0.052,0.148,0.193,0.59

39071,0.029,0.043,0.184,0.242,0.502

39482,0.137,0.096,0.103,0.255,0.408

38659,0.013,0.006,0.13,0.301,0.55

38825,0.087,0.064,0.139,0.171,0.539

39176,0.058,0.176,0.109,0.147,0.51

39346,0.017,0.018,0.066,0.171,0.729

39330,0.01,0.025,0.1,0.203,0.662

39341,0.009,0.034,0.112,0.203,0.642

39762,0.015,0.07,0.081,0.242,0.591

38965,0.061,0.158,0.113,0.269,0.399

39463,0.05,0.124,0.088,0.251,0.487

39464,0.057,0.056,0.11,0.273,0.503

39657,0.116,0.092,0.106,0.155,0.531

38820,0.06,0.113,0.114,0.197,0.516

38856,0.103,0.104,0.17,0.234,0.389

38623,0.041,0.101,0.1,0.312,0.446

39148,0.031,0.103,0.127,0.179,0.561

39080,0.026,0.049,0.129,0.252,0.543

38748,0.066,0.068,0.148,0.128,0.59

39062,0.081,0.124,0.149,0.154,0.491

39114,0.106,0.172,0.111,0.194,0.417

39573,0.109,0.064,0.124,0.224,0.479

38771,0.137,0.064,0.118,0.182,0.498

38962,0.061,0.086,0.118,0.274,0.461

38665,0.097,0.052,0.149,0.265,0.437

38663,0.068,0.069,0.217,0.213,0.434

38838,0.072,0.179,0.155,0.225,0.37

38664,0.131,0.036,0.089,0.176,0.568

38871,0.078,0.085,0.148,0.219,0.47

39657,0.158,0.086,0.134,0.213,0.409

39156,0.021,0.079,0.095,0.217,0.586

38776,0.138,0.084,0.164,0.114,0.5

39322,0.037,0.062,0.121,0.194,0.587

39750,0.052,0.145,0.079,0.222,0.502

39669,0.146,0.143,0.075,0.155,0.481

39341,0.029,0.038,0.057,0.199,0.676

38961,0.029,0.108,0.121,0.217,0.523

39097,0.05,0.038,0.145,0.159,0.608

63533,0.067,0.098,0.187,0.253,0.395

64506,0.133,0.197,0.164,0.234,0.272

64482,0.09,0.144,0.097,0.287,0.382

65264,0.11,0.078,0.203,0.281,0.327

65734,0.106,0.06,0.256,0.235,0.343

64755,0.15,0.131,0.134,0.111,0.474

64723,0.138,0.068,0.112,0.237,0.444

65335,0.188,0.122,0.168,0.277,0.245

63781,0.097,0.152,0.132,0.268,0.35

65299,0.073,0.075,0.113,0.224,0.515

64506,0.121,0.183,0.175,0.219,0.302

63902,0.189,0.175,0.16,0.135,0.342

64429,0.109,0.133,0.211,0.18,0.367

65264,0.123,0.12,0.217,0.196,0.344

65052,0.266,0.093,0.147,0.124,0.371

63744,0.08,0.109,0.137,0.285,0.389

64682,0.155,0.13,0.078,0.286,0.351

63941,0.159,0.285,0.151,0.125,0.281

64739,0.027,0.082,0.17,0.185,0.535

65607,0.275,0.056,0.173,0.155,0.341

64681,0.117,0.141,0.084,0.278,0.38

65630,0.13,0.113,0.053,0.253,0.451

63432,0.154,0.138,0.165,0.223,0.32

64162,0.033,0.037,0.076,0.199,0.655

64492,0.066,0.103,0.106,0.209,0.517

65109,0.087,0.185,0.107,0.187,0.434

65354,0.06,0.09,0.127,0.183,0.54

65446,0.167,0.148,0.136,0.159,0.391

64756,0.312,0.044,0.138,0.136,0.369

65764,0.165,0.143,0.167,0.154,0.371

64654,0.124,0.166,0.172,0.247,0.291

64494,0.144,0.133,0.159,0.241,0.323

65440,0.167,0.169,0.175,0.196,0.293

65715,0.285,0.149,0.07,0.167,0.328

63852,0.068,0.085,0.154,0.215,0.478

63072,0.122,0.086,0.1,0.233,0.458

65066,0.086,0.207,0.168,0.135,0.404

64657,0.101,0.166,0.182,0.299,0.251

65899,0.099,0.082,0.128,0.272,0.418

64683,0.195,0.193,0.129,0.247,0.236

64636,0.173,0.128,0.215,0.248,0.236

64739,0.128,0.147,0.117,0.345,0.262

65735,0.182,0.18,0.159,0.164,0.316

64451,0.129,0.223,0.156,0.232,0.26

65274,0.076,0.096,0.107,0.191,0.531

65777,0.301,0.142,0.208,0.107,0.242

65439,0.133,0.091,0.072,0.28,0.423

64198,0.027,0.066,0.088,0.21,0.609

64755,0.138,0.152,0.147,0.176,0.388

63047,0.042,0.117,0.178,0.216,0.447

64040,0.168,0.107,0.026,0.189,0.511

63446,0.082,0.112,0.182,0.271,0.353

65020,0.313,0.121,0.172,0.107,0.287

65321,0.033,0.098,0.052,0.247,0.571

65712,0.241,0.05,0.251,0.222,0.237

63471,0.164,0.109,0.177,0.23,0.32

63387,0.063,0.119,0.236,0.282,0.299

64681,0.126,0.156,0.118,0.274,0.326

64683,0.15,0.228,0.111,0.25,0.26

65745,0.152,0.145,0.089,0.138,0.476

63437,0.118,0.127,0.158,0.258,0.338

63621,0.082,0.124,0.092,0.296,0.406

65459,0.098,0.158,0.121,0.198,0.424

63471,0.178,0.093,0.212,0.185,0.332

64645,0.23,0.13,0.216,0.162,0.261

65064,0.2,0.126,0.137,0.147,0.39

63820,0.129,0.097,0.141,0.221,0.413

65064,0.102,0.268,0.11,0.202,0.318

65283,0.164,0.105,0.182,0.203,0.346

65264,0.062,0.077,0.161,0.307,0.392

65354,0.211,0.118,0.175,0.193,0.304

63848,0.098,0.112,0.149,0.18,0.461

65734,0.156,0.121,0.14,0.211,0.373

64487,0.093,0.193,0.16,0.283,0.272

65690,0.142,0.196,0.293,0.129,0.241

65085,0.067,0.133,0.171,0.16,0.469

65715,0.179,0.128,0.128,0.13,0.435

63826,0.079,0.134,0.175,0.204,0.407

63776,0.032,0.102,0.156,0.302,0.408

65335,0.185,0.111,0.156,0.254,0.294

65449,0.139,0.177,0.119,0.244,0.32

63330,0.082,0.128,0.363,0.263,0.164

64092,0.044,0.04,0.088,0.189,0.638

65685,0.183,0.109,0.103,0.189,0.416

65459,0.208,0.103,0.16,0.175,0.354

63544,0.107,0.111,0.209,0.191,0.382

63462,0.16,0.106,0.248,0.196,0.29

65243,0.163,0.088,0.145,0.194,0.41

64036,0.073,0.124,0.233,0.184,0.386

63666,0.137,0.183,0.085,0.229,0.366

63939,0.126,0.254,0.161,0.15,0.308

63341,0.041,0.05,0.091,0.286,0.532

64770,0.163,0.145,0.182,0.279,0.23

63670,0.025,0.14,0.144,0.311,0.38

63087,0.103,0.12,0.085,0.264,0.428

63167,0.024,0.028,0.069,0.182,0.697

65321,0.083,0.23,0.112,0.186,0.389

63546,0.05,0.101,0.211,0.222,0.416

63432,0.073,0.112,0.209,0.246,0.361

63824,0.125,0.115,0.128,0.247,0.385

65548,0.212,0.25,0.198,0.098,0.243

63439,0.142,0.144,0.16,0.238,0.317

63841,0.137,0.12,0.156,0.176,0.411

65686,0.056,0.093,0.171,0.247,0.434

64645,0.136,0.127,0.174,0.223,0.341

65630,0.053,0.079,0.214,0.155,0.499

65444,0.309,0.171,0.231,0.106,0.183

64790,0.164,0.105,0.11,0.125,0.496

63342,0.11,0.083,0.111,0.25,0.446

63674,0.181,0.092,0.118,0.191,0.418

63951,0.191,0.171,0.13,0.196,0.313

65636,0.297,0.09,0.162,0.137,0.313

64499,0.098,0.17,0.218,0.272,0.241

65702,0.419,0.139,0.187,0.1,0.155

63150,0.039,0.017,0.08,0.137,0.726

59727,0.165,0.127,0.102,0.18,0.425

59035,0.136,0.196,0.147,0.25,0.271

59524,0.287,0.08,0.188,0.252,0.192

59752,0.165,0.098,0.099,0.199,0.439

59007,0.14,0.169,0.163,0.26,0.267

59316,0.123,0.121,0.127,0.212,0.417

59463,0.17,0.143,0.16,0.145,0.382

59521,0.196,0.135,0.171,0.152,0.346

59351,0.085,0.261,0.144,0.28,0.23

59257,0.172,0.244,0.186,0.269,0.129

59215,0.139,0.249,0.176,0.274,0.161

59722,0.141,0.173,0.064,0.133,0.489

59336,0.118,0.199,0.146,0.296,0.24

59471,0.284,0.111,0.157,0.187,0.261

59919,0.076,0.167,0.159,0.224,0.374

59752,0.132,0.093,0.115,0.213,0.448

59058,0.134,0.199,0.18,0.265,0.221

59411,0.084,0.154,0.17,0.196,0.396

59046,0.134,0.181,0.168,0.246,0.271

59832,0.116,0.17,0.109,0.183,0.422

59525,0.27,0.106,0.159,0.192,0.273

59752,0.158,0.111,0.076,0.169,0.487

59418,0.233,0.11,0.17,0.139,0.349

59911,0.087,0.23,0.128,0.206,0.349

59633,0.149,0.107,0.08,0.185,0.479

59461,0.188,0.146,0.167,0.147,0.352

59923,0.118,0.174,0.118,0.188,0.402

59215,0.142,0.274,0.179,0.267,0.139

59745,0.172,0.113,0.105,0.21,0.4

59645,0.188,0.093,0.12,0.203,0.396

59866,0.097,0.278,0.119,0.183,0.323

59820,0.091,0.2,0.128,0.209,0.372

59015,0.128,0.178,0.169,0.257,0.268

59065,0.114,0.099,0.106,0.214,0.467

59058,0.157,0.154,0.174,0.247,0.269

59544,0.229,0.114,0.214,0.296,0.147

59486,0.123,0.175,0.17,0.142,0.39

59351,0.193,0.24,0.106,0.188,0.273

59728,0.118,0.144,0.069,0.14,0.53

59326,0.101,0.27,0.171,0.283,0.176

59827,0.121,0.177,0.114,0.195,0.393

59217,0.176,0.216,0.162,0.255,0.191

59226,0.169,0.246,0.178,0.261,0.146

59083,0.126,0.214,0.143,0.248,0.269

59848,0.15,0.204,0.191,0.172,0.283

59257,0.179,0.203,0.178,0.256,0.185

59748,0.158,0.138,0.059,0.143,0.503

59015,0.126,0.173,0.16,0.255,0.286

59082,0.116,0.157,0.126,0.227,0.374

59419,0.134,0.176,0.147,0.152,0.391

59461,0.138,0.165,0.178,0.135,0.384

59076,0.122,0.188,0.16,0.259,0.27

59225,0.172,0.235,0.187,0.291,0.115

59085,0.214,0.135,0.144,0.189,0.318

59353,0.165,0.219,0.161,0.267,0.187

59015,0.129,0.177,0.167,0.262,0.265

68980,0.057,0.128,0.089,0.291,0.435

68729,0.198,0.096,0.191,0.161,0.354

69366,0.144,0.135,0.117,0.248,0.356

69334,0.249,0.128,0.134,0.216,0.272

69142,0.176,0.103,0.123,0.305,0.293

68882,0.156,0.08,0.151,0.197,0.415

69354,0.303,0.112,0.096,0.285,0.203

68719,0.081,0.159,0.267,0.184,0.309

69221,0.141,0.082,0.167,0.275,0.335

68812,0.065,0.113,0.104,0.327,0.391

68020,0.066,0.063,0.09,0.321,0.46

68667,0.027,0.105,0.263,0.238,0.365

68409,0.042,0.049,0.119,0.24,0.55

68730,0.207,0.163,0.161,0.177,0.293

69168,0.055,0.192,0.156,0.232,0.364

69221,0.158,0.042,0.095,0.377,0.328

69131,0.116,0.159,0.164,0.338,0.223

68980,0.064,0.132,0.124,0.28,0.4

68629,0.054,0.089,0.228,0.287,0.341

68038,0.147,0.066,0.122,0.347,0.317

68828,0.143,0.104,0.112,0.328,0.314

68785,0.113,0.167,0.131,0.163,0.425

69354,0.224,0.103,0.11,0.321,0.242

68858,0.096,0.114,0.115,0.348,0.328

69122,0.093,0.147,0.138,0.267,0.355

68751,0.163,0.16,0.131,0.162,0.383

68057,0.14,0.036,0.136,0.374,0.314

68183,0.091,0.069,0.095,0.263,0.482

69041,0.053,0.232,0.173,0.231,0.311

68335,0.053,0.096,0.263,0.375,0.213

68929,0.083,0.168,0.083,0.288,0.378

69034,0.094,0.121,0.136,0.336,0.313

68946,0.101,0.135,0.129,0.319,0.315

68357,0.127,0.03,0.103,0.26,0.48

69340,0.202,0.124,0.119,0.268,0.288

68637,0.168,0.084,0.142,0.236,0.37

68976,0.086,0.12,0.115,0.347,0.333

69366,0.199,0.116,0.102,0.27,0.313

68882,0.122,0.091,0.122,0.245,0.421

68980,0.048,0.114,0.103,0.284,0.451

68980,0.04,0.124,0.157,0.252,0.427

68969,0.089,0.158,0.102,0.302,0.348

69040,0.072,0.151,0.161,0.273,0.343

69044,0.085,0.162,0.19,0.263,0.301

68742,0.113,0.134,0.234,0.154,0.365

69167,0.151,0.123,0.11,0.279,0.337

68820,0.073,0.104,0.108,0.281,0.433

68377,0.206,0.05,0.055,0.306,0.384

68448,0.061,0.175,0.247,0.207,0.31

68932,0.062,0.127,0.094,0.318,0.399

69122,0.093,0.15,0.13,0.235,0.393

68778,0.124,0.09,0.183,0.273,0.331

69128,0.187,0.173,0.161,0.228,0.25

68729,0.171,0.178,0.195,0.157,0.299

68542,0.093,0.061,0.112,0.264,0.47

69025,0.103,0.145,0.123,0.287,0.341

69163,0.14,0.133,0.115,0.308,0.304

68823,0.193,0.084,0.129,0.276,0.318

69167,0.121,0.147,0.115,0.257,0.361

68758,0.251,0.082,0.194,0.156,0.317

68640,0.05,0.125,0.137,0.234,0.454

69131,0.261,0.119,0.124,0.273,0.223

68882,0.091,0.111,0.131,0.207,0.459

68448,0.09,0.148,0.137,0.293,0.333

68335,0.138,0.132,0.064,0.349,0.318

68461,0.11,0.097,0.09,0.275,0.428

68380,0.067,0.147,0.215,0.254,0.316

69168,0.069,0.164,0.142,0.233,0.393

68958,0.072,0.126,0.103,0.336,0.363

68729,0.253,0.11,0.185,0.142,0.311

68640,0.044,0.094,0.176,0.254,0.432

68662,0.029,0.167,0.277,0.174,0.353

69036,0.102,0.123,0.169,0.308,0.298

68337,0.098,0.185,0.166,0.252,0.298

69217,0.13,0.102,0.198,0.222,0.349

68338,0.021,0.07,0.186,0.217,0.507

68005,0.094,0.069,0.144,0.26,0.433

68366,0.108,0.09,0.28,0.223,0.3

69341,0.256,0.132,0.113,0.245,0.255

68330,0.028,0.046,0.216,0.109,0.601

69365,0.248,0.083,0.094,0.333,0.242

68820,0.093,0.099,0.11,0.307,0.39

69354,0.241,0.161,0.101,0.292,0.205

68629,0.265,0.08,0.192,0.154,0.309

68335,0.185,0.071,0.066,0.429,0.249

69142,0.152,0.12,0.118,0.302,0.308

68071,0.123,0.153,0.119,0.187,0.418

68828,0.135,0.09,0.118,0.278,0.38

68142,0.086,0.116,0.15,0.261,0.386

68784,0.245,0.12,0.155,0.141,0.34

68952,0.091,0.167,0.068,0.286,0.389

68622,0.162,0.084,0.155,0.201,0.399

68843,0.044,0.168,0.422,0.184,0.182

89496,0.022,0.093,0.058,0.153,0.674

89150,0.027,0.032,0.054,0.145,0.742

89460,0.029,0.055,0.091,0.238,0.588

89826,0.021,0.046,0.19,0.364,0.379

89010,0.086,0.004,0.006,0.032,0.872

89316,0.002,0.054,0.17,0.386,0.387

89438,0.008,0.042,0.156,0.069,0.725

89310,0.004,0.085,0.142,0.182,0.588

89008,0.048,0.019,0.147,0.177,0.61

89403,0.037,0.069,0.05,0.173,0.671

89427,0.022,0.018,0.09,0.115,0.755

89022,0.061,0.038,0.052,0.183,0.666

89419,0.01,0.013,0.248,0.038,0.691

89508,0.015,0.038,0.039,0.126,0.782

